episode_index,lane,step_count,action_mode,return,episode_length,regret,best_value,best_oracle_value,ground_truth,budget_used,remaining_budget,budget_overshoot
40,167,14,argmax,27.63102149963379,14,0.0,0.979354977607727,0.9941909909248352,0.9941909909248352,5210.85107421875,-210.85098266601562,210.85098266601562
41,168,14,argmax,4.913740634918213,14,0.007344961166381836,0.9834787845611572,0.9878060221672058,0.9951509833335876,5471.33203125,-471.3318176269531,471.3318176269531
42,182,14,argmax,5.422914981842041,14,0.004414260387420654,0.9882950782775879,0.9902395009994507,0.9946537613868713,5066.2265625,-66.22674560546875,66.22674560546875
43,183,14,argmax,5.815393924713135,14,0.0029813051223754883,0.9763861894607544,0.9865482449531555,0.989529550075531,5033.70849609375,-33.708526611328125,33.708526611328125
44,199,14,argmax,27.63102149963379,14,0.0,0.9864882230758667,0.9910217523574829,0.9910217523574829,5269.8740234375,-269.873779296875,269.873779296875
45,250,14,argmax,5.456765651702881,14,0.004267334938049316,0.9954131245613098,0.989582359790802,0.9938496947288513,5075.48046875,-75.48028564453125,75.48028564453125
46,43,15,argmax,4.683300971984863,15,0.009248435497283936,0.9801247715950012,0.9845330715179443,0.9937815070152283,5374.74658203125,-374.7464599609375,374.7464599609375
47,58,15,argmax,3.861241102218628,15,0.0210418701171875,0.9670395255088806,0.973289430141449,0.9943313002586365,5588.6328125,-588.6326293945312,588.6326293945312
48,68,15,argmax,27.63102149963379,15,0.0,0.9961720108985901,0.994642436504364,0.994642436504364,5095.81494140625,-95.81494903564453,95.81494903564453
49,133,15,argmax,9.080674171447754,15,0.0001138448715209961,0.9991382956504822,0.9944185614585876,0.9945324063301086,5065.26708984375,-65.26730346679688,65.26730346679688
50,160,15,argmax,27.63102149963379,15,0.0,1.0,0.9952496886253357,0.9952496886253357,5140.626953125,-140.627197265625,140.627197265625
51,184,15,argmax,5.2203850746154785,15,0.005405247211456299,0.9900962114334106,0.9847359657287598,0.9901412129402161,5077.78564453125,-77.78569030761719,77.78569030761719
52,217,15,argmax,6.147401809692383,15,0.0021390318870544434,0.9879770278930664,0.9914187788963318,0.9935578107833862,5241.4912109375,-241.49098205566406,241.49098205566406
53,236,15,argmax,5.435948848724365,15,0.004357099533081055,0.9946284294128418,0.9901676774024963,0.9945247769355774,5140.64697265625,-140.64695739746094,140.64695739746094
54,248,15,argmax,27.63102149963379,15,0.0,1.0,0.9958649277687073,0.9958649277687073,5016.70068359375,-16.70062255859375,16.70062255859375
55,5,16,argmax,27.63102149963379,16,0.0,1.0,0.9959332942962646,0.9959332942962646,6785.92529296875,-1785.92529296875,1785.92529296875
56,16,16,argmax,6.115346908569336,16,0.002208709716796875,1.0,0.9937549829483032,0.9959636926651001,5085.36181640625,-85.36175537109375,85.36175537109375
57,19,16,argmax,27.63102149963379,16,0.0,0.996351957321167,0.9878851175308228,0.9878851175308228,5160.21533203125,-160.21551513671875,160.21551513671875
58,49,16,argmax,5.229279518127441,16,0.00535738468170166,0.9985140562057495,0.9884241223335266,0.9937815070152283,5190.49560546875,-190.49554443359375,190.49554443359375
59,52,16,argmax,5.450375080108643,16,0.004294693470001221,1.0,0.9888842701911926,0.9931789636611938,5056.638671875,-56.6385498046875,56.6385498046875
60,115,16,argmax,27.63102149963379,16,0.0,0.9950659871101379,0.9928304553031921,0.9928304553031921,5183.6904296875,-183.69029235839844,183.69029235839844
61,136,16,argmax,5.3707475662231445,16,0.0046506524085998535,0.9785773754119873,0.9864391088485718,0.9910897612571716,5640.27880859375,-640.2789916992188,640.2789916992188
62,157,16,argmax,6.197278022766113,16,0.0020349621772766113,0.9997214674949646,0.992383599281311,0.9944185614585876,5461.04736328125,-461.04730224609375,461.04730224609375
63,191,16,argmax,3.9546892642974854,16,0.019164621829986572,0.9761541485786438,0.9735938906669617,0.9927585124969482,5215.65771484375,-215.65792846679688,215.65792846679688
64,197,16,argmax,4.163107395172119,16,0.015559136867523193,1.0,0.9776803851127625,0.9932395219802856,5528.32470703125,-528.3245239257812,528.3245239257812
65,200,16,argmax,4.606554985046387,16,0.009986162185668945,0.9719985127449036,0.9839962124824524,0.9939823746681213,5295.44287109375,-295.44287109375,295.44287109375
66,223,16,argmax,27.63102149963379,16,0.0,0.9940646290779114,0.9959408640861511,0.9959408640861511,5168.04541015625,-168.04547119140625,168.04547119140625
67,20,17,argmax,27.63102149963379,17,0.0,0.9885825514793396,0.9948321580886841,0.9948321580886841,5144.5634765625,-144.5634307861328,144.5634307861328
68,50,17,argmax,7.1690778732299805,17,0.0007700324058532715,0.993360161781311,0.993986189365387,0.9947562217712402,5222.70458984375,-222.70468139648438,222.70468139648438
69,85,17,argmax,6.993929386138916,17,0.0009174346923828125,0.9998183250427246,0.9933797717094421,0.994297206401825,5171.783203125,-171.7833251953125,171.7833251953125
70,93,17,argmax,4.794923305511475,17,0.008271634578704834,0.9993573427200317,0.9841839075088501,0.9924555420875549,5156.27685546875,-156.27667236328125,156.27667236328125
71,100,17,argmax,4.883227825164795,17,0.007572531700134277,1.0,0.9862923622131348,0.993864893913269,5091.787109375,-91.78730773925781,91.78730773925781
72,110,17,argmax,7.290136814117432,17,0.0006822347640991211,1.0,0.9932888150215149,0.993971049785614,6353.9560546875,-1353.9559326171875,1353.9559326171875
73,114,17,argmax,27.63102149963379,17,0.0,0.9994433522224426,0.9954850673675537,0.9954850673675537,6491.7822265625,-1491.781982421875,1491.781982421875
74,186,17,argmax,6.525966167449951,17,0.0014649033546447754,1.0,0.9941493272781372,0.995614230632782,5122.66259765625,-122.66256713867188,122.66256713867188
75,227,17,argmax,5.412437915802002,17,0.004460752010345459,1.0,0.99128258228302,0.9957433342933655,5121.89404296875,-121.89408874511719,121.89408874511719
76,246,17,argmax,5.750266075134277,17,0.003181934356689453,0.9870301485061646,0.9902281165122986,0.993410050868988,5130.1826171875,-130.18267822265625,130.18267822265625
77,2,18,argmax,27.63102149963379,18,0.0,0.9843872785568237,0.9936223030090332,0.9936223030090332,5344.84423828125,-344.8443603515625,344.8443603515625
78,13,18,argmax,27.63102149963379,18,0.0,0.9779610633850098,0.9925463795661926,0.9925463795661926,5077.3349609375,-77.3348388671875,77.3348388671875
79,73,18,argmax,27.63102149963379,18,0.0,0.9996054172515869,0.9937360286712646,0.9937360286712646,5014.02490234375,-14.02496337890625,14.02496337890625
80,76,18,argmax,6.204214572906494,18,0.002020895481109619,0.9867661595344543,0.9928871989250183,0.9949080944061279,5041.0927734375,-41.092559814453125,41.092559814453125
81,141,18,argmax,27.63102149963379,18,0.0,0.993958592414856,0.9945741295814514,0.9945741295814514,5598.0810546875,-598.0810546875,598.0810546875
82,156,18,argmax,7.06674861907959,18,0.0008530020713806152,0.9958049654960632,0.9933038949966431,0.9941568970680237,5098.4033203125,-98.40322875976562,98.40322875976562
83,176,18,argmax,27.63102149963379,18,0.0,0.9882174730300903,0.9919899702072144,0.9919899702072144,5213.654296875,-213.65420532226562,213.65420532226562
84,190,18,argmax,27.63102149963379,18,0.0,1.0,0.9931902289390564,0.9931902289390564,5059.3037109375,-59.303619384765625,59.303619384765625
85,196,18,argmax,27.63102149963379,18,0.0,0.9861655831336975,0.9933266639709473,0.9933266639709473,5360.447265625,-360.44744873046875,360.44744873046875
86,202,18,argmax,4.8592047691345215,18,0.007756650447845459,0.9865036606788635,0.9841501116752625,0.9919067621231079,5342.38671875,-342.38677978515625,342.38677978515625
87,213,18,argmax,27.63102149963379,18,0.0,0.9876462817192078,0.9949649572372437,0.9949649572372437,5293.478515625,-293.47857666015625,293.47857666015625
88,224,18,argmax,8.768043518066406,18,0.00015562772750854492,0.9978968501091003,0.9947258830070496,0.9948815107345581,5108.228515625,-108.2283935546875,108.2283935546875
89,241,18,argmax,5.273255348205566,18,0.005126893520355225,0.9804956316947937,0.9893068671226501,0.9944337606430054,5180.73681640625,-180.73681640625,180.73681640625
90,243,18,argmax,7.220945835113525,18,0.0007311105728149414,1.0,0.9926599860191345,0.9933910965919495,5083.974609375,-83.97447204589844,83.97447204589844
91,245,18,argmax,8.124558448791504,18,0.000296175479888916,0.984373152256012,0.9954433441162109,0.9957395195960999,5126.998046875,-126.9981918334961,126.9981918334961
92,251,18,argmax,27.63102149963379,18,0.0,0.9970852136611938,0.9949232339859009,0.9949232339859009,5343.689453125,-343.68951416015625,343.68951416015625
93,253,18,argmax,6.268625259399414,18,0.001894831657409668,1.0,0.9925123453140259,0.9944071769714355,5599.169921875,-599.170166015625,599.170166015625
94,11,19,argmax,5.333735466003418,19,0.004826009273529053,0.9756875038146973,0.9859613180160522,0.9907873272895813,5016.666015625,-16.666168212890625,16.666168212890625
95,12,19,argmax,27.63102149963379,19,0.0,1.0,0.9932547211647034,0.9932547211647034,5095.27978515625,-95.28001403808594,95.28001403808594
96,21,19,argmax,5.089655876159668,19,0.006160140037536621,0.9801637530326843,0.9845932126045227,0.9907533526420593,5176.85498046875,-176.85476684570312,176.85476684570312
97,30,19,argmax,8.041378021240234,19,0.0003218650817871094,0.9997364282608032,0.9924706220626831,0.9927924871444702,5046.11328125,-46.113433837890625,46.113433837890625
98,32,19,argmax,4.796632289886475,19,0.008257508277893066,0.9965086579322815,0.9865708351135254,0.9948283433914185,6357.15576171875,-1357.15576171875,1357.15576171875
99,34,19,argmax,27.63102149963379,19,0.0,1.0,0.9949270486831665,0.9949270486831665,5069.43359375,-69.433837890625,69.433837890625
100,44,19,argmax,7.32047176361084,19,0.0006618499755859375,0.998894989490509,0.991025447845459,0.9916872978210449,5121.6826171875,-121.68246459960938,121.68246459960938
101,51,19,argmax,4.643531799316406,19,0.00962364673614502,0.9785832166671753,0.9818102121353149,0.99143385887146,6590.673828125,-1590.673583984375,1590.673583984375
102,57,19,argmax,5.9756879806518555,19,0.0025397539138793945,0.9865111708641052,0.9924365878105164,0.9949763417243958,5458.17236328125,-458.17230224609375,458.17230224609375
103,59,19,argmax,27.63102149963379,19,0.0,0.9957821369171143,0.9917364716529846,0.9917364716529846,5528.62646484375,-528.62646484375,528.62646484375
104,61,19,argmax,5.519865989685059,19,0.004006385803222656,0.9927032589912415,0.9897561073303223,0.9937624931335449,5450.4013671875,-450.4013366699219,450.4013366699219
105,78,19,argmax,27.63102149963379,19,0.0,1.0,0.9955837726593018,0.9955837726593018,5478.126953125,-478.1271667480469,478.1271667480469
106,83,19,argmax,6.974243640899658,19,0.000935673713684082,1.0,0.992542564868927,0.9934782385826111,6149.31787109375,-1149.31787109375,1149.31787109375
107,120,19,argmax,27.63102149963379,19,0.0,1.0,0.9954812526702881,0.9954812526702881,5253.54248046875,-253.54263305664062,253.54263305664062
108,125,19,argmax,27.63102149963379,19,0.0,0.9949211478233337,0.9929515719413757,0.9929515719413757,5085.1123046875,-85.11215209960938,85.11215209960938
109,127,19,argmax,4.691779613494873,19,0.009170353412628174,0.9993504285812378,0.9842965006828308,0.993466854095459,5358.099609375,-358.099853515625,358.099853515625
110,145,19,argmax,5.829954624176025,19,0.002938210964202881,0.9875653982162476,0.9923760294914246,0.9953142404556274,5212.453125,-212.45301818847656,212.45301818847656
111,153,19,argmax,6.670526504516602,19,0.0012677311897277832,1.0,0.994388222694397,0.9956559538841248,5098.537109375,-98.53701782226562,98.53701782226562
112,162,19,argmax,6.545067310333252,19,0.0014371871948242188,1.0,0.9933607578277588,0.994797945022583,5117.33154296875,-117.33169555664062,117.33169555664062
113,171,19,argmax,9.773820877075195,19,5.692243576049805e-05,0.9950560331344604,0.9957547783851624,0.9958117008209229,5395.654296875,-395.65435791015625,395.65435791015625
114,172,19,argmax,27.63102149963379,19,0.0,1.0,0.9942061901092529,0.9942061901092529,5007.50634765625,-7.5062255859375,7.5062255859375
115,180,19,argmax,27.63102149963379,19,0.0,0.9997521638870239,0.9912636280059814,0.9912636280059814,5035.416015625,-35.41607666015625,35.41607666015625
116,194,19,argmax,7.002279758453369,19,0.0009098052978515625,0.9969302415847778,0.9933570027351379,0.9942668080329895,5084.91259765625,-84.9126205444336,84.9126205444336
117,216,19,argmax,27.63102149963379,19,0.0,1.0,0.9942479133605957,0.9942479133605957,5143.60498046875,-143.6051788330078,143.6051788330078
118,228,19,argmax,5.03029203414917,19,0.006536900997161865,0.9906473159790039,0.9889709949493408,0.9955078959465027,6702.919921875,-1702.919921875,1702.919921875
119,230,19,argmax,27.63102149963379,19,0.0,0.9997243881225586,0.9950029253959656,0.9950029253959656,7528.46435546875,-2528.46435546875,2528.46435546875
120,232,19,argmax,5.663547992706299,19,0.003470182418823242,0.9954933524131775,0.9881300926208496,0.9916002750396729,6618.30859375,-1618.3087158203125,1618.3087158203125
121,238,19,argmax,4.152801990509033,19,0.01572030782699585,0.9775375723838806,0.9775722622871399,0.9932925701141357,5149.91796875,-149.91773986816406,149.91773986816406
122,239,19,argmax,5.887228488922119,19,0.002774655818939209,0.9885488152503967,0.9868643879890442,0.9896390438079834,5097.82275390625,-97.8228759765625,97.8228759765625
123,242,19,argmax,27.63102149963379,19,0.0,0.9930090308189392,0.9924555420875549,0.9924555420875549,5197.0595703125,-197.05950927734375,197.05950927734375
124,28,20,argmax,8.744575500488281,20,0.00015932321548461914,0.999846875667572,0.9941112995147705,0.9942706227302551,5389.10302734375,-389.10302734375,389.10302734375
125,47,20,argmax,27.63102149963379,20,0.0,0.9908756613731384,0.9941076040267944,0.9941076040267944,5061.09375,-61.0936279296875,61.0936279296875
126,92,20,argmax,27.63102149963379,20,0.0,0.9987196922302246,0.9922889471054077,0.9922889471054077,5240.0625,-240.06251525878906,240.06251525878906
127,95,20,argmax,27.63102149963379,20,0.0,0.9974750280380249,0.9932319521903992,0.9932319521903992,5051.6533203125,-51.65350341796875,51.65350341796875
128,96,20,argmax,5.215994834899902,20,0.00542902946472168,0.9971948862075806,0.9890540242195129,0.9944830536842346,5483.2587890625,-483.2588195800781,483.2588195800781
129,106,20,argmax,27.63102149963379,20,0.0,1.0,0.9952420592308044,0.9952420592308044,5177.01513671875,-177.0150909423828,177.0150909423828
130,123,20,argmax,27.63102149963379,20,0.0,1.0,0.9957623481750488,0.9957623481750488,5134.3310546875,-134.33108520507812,134.33108520507812
131,131,20,argmax,27.63102149963379,20,0.0,1.0,0.9938914775848389,0.9938914775848389,5254.7587890625,-254.75857543945312,254.75857543945312
132,137,20,argmax,27.63102149963379,20,0.0,0.9967812895774841,0.9956369996070862,0.9956369996070862,5182.48291015625,-182.48300170898438,182.48300170898438
133,151,20,argmax,4.277369499206543,20,0.013879120349884033,0.9811834692955017,0.9777363538742065,0.9916154742240906,5041.4921875,-41.4921875,41.4921875
134,154,20,argmax,27.63102149963379,20,0.0,0.9919479489326477,0.993194043636322,0.993194043636322,5316.552734375,-316.552978515625,316.552978515625
135,159,20,argmax,27.63102149963379,20,0.0,0.999254584312439,0.9951054453849792,0.9951054453849792,5037.01025390625,-37.01007080078125,37.01007080078125
136,164,20,argmax,5.664097785949707,20,0.0034682750701904297,0.9914647936820984,0.9919142723083496,0.99538254737854,5141.6669921875,-141.6671142578125,141.6671142578125
137,175,20,argmax,5.226479530334473,20,0.005372405052185059,0.9862073063850403,0.9842477440834045,0.9896201491355896,5287.2412109375,-287.2409973144531,287.2409973144531
138,225,20,argmax,27.63102149963379,20,0.0,1.0,0.9948473572731018,0.9948473572731018,5014.30859375,-14.3087158203125,14.3087158203125
139,45,21,argmax,27.63102149963379,21,0.0,0.9903272986412048,0.9948435425758362,0.9948435425758362,5117.06005859375,-117.06001281738281,117.06001281738281
140,46,21,argmax,27.63102149963379,21,0.0,0.9826678037643433,0.9870412945747375,0.9870412945747375,5092.43408203125,-92.43402099609375,92.43402099609375
141,56,21,argmax,5.3286967277526855,21,0.0048503875732421875,0.9982081055641174,0.9893861413002014,0.9942365288734436,5450.783203125,-450.783447265625,450.783447265625
142,60,21,argmax,7.533556938171387,21,0.0005348324775695801,0.9953538179397583,0.9939444661140442,0.9944792985916138,5521.06396484375,-521.0640869140625,521.0640869140625
143,75,21,argmax,27.63102149963379,21,0.0,1.0,0.9956825971603394,0.9956825971603394,5118.75927734375,-118.75917053222656,118.75917053222656
144,79,21,argmax,5.435155391693115,21,0.004360556602478027,0.997837483882904,0.9909612536430359,0.9953218102455139,5031.66650390625,-31.666507720947266,31.666507720947266
145,86,21,argmax,5.317819118499756,21,0.004903435707092285,1.0,0.9901336431503296,0.9950370788574219,5147.94091796875,-147.94068908691406,147.94068908691406
146,98,21,argmax,27.63102149963379,21,0.0,0.9964703321456909,0.9932205677032471,0.9932205677032471,5102.07666015625,-102.07675170898438,102.07675170898438
147,103,21,argmax,8.040267944335938,21,0.0003222227096557617,0.9988770484924316,0.9938914775848389,0.9942137002944946,5184.45361328125,-184.45370483398438,184.45370483398438
148,147,21,argmax,6.7904157638549805,21,0.0011245012283325195,0.9884466528892517,0.9919332265853882,0.9930577278137207,5113.4765625,-113.4766845703125,113.4766845703125
149,158,21,argmax,27.63102149963379,21,0.0,1.0,0.9949004650115967,0.9949004650115967,5260.8857421875,-260.885498046875,260.885498046875
150,177,21,argmax,6.993539333343506,21,0.0009177923202514648,0.9989315867424011,0.9937928915023804,0.9947106838226318,5469.48046875,-469.480224609375,469.480224609375
151,179,21,argmax,5.664682388305664,21,0.0034662485122680664,0.9859340786933899,0.9902507662773132,0.9937170147895813,5550.11865234375,-550.1187133789062,550.1187133789062
152,193,21,argmax,27.63102149963379,21,0.0,0.9950801730155945,0.994961142539978,0.994961142539978,5222.447265625,-222.44705200195312,222.44705200195312
153,249,21,argmax,6.8875298500061035,21,0.0010204315185546875,1.0,0.9938838481903076,0.9949042797088623,5194.41943359375,-194.41928100585938,194.41928100585938
154,37,22,argmax,4.756104469299316,22,0.008599042892456055,1.0,0.9852544665336609,0.9938535094261169,5218.49365234375,-218.49365234375,218.49365234375
155,38,22,argmax,27.63102149963379,22,0.0,0.9826463460922241,0.9915700554847717,0.9915700554847717,5390.07373046875,-390.0735168457031,390.0735168457031
156,41,22,argmax,27.63102149963379,22,0.0,0.9950516819953918,0.9910594820976257,0.9910594820976257,5017.98779296875,-17.987884521484375,17.987884521484375
157,42,22,argmax,4.6361517906188965,22,0.009694933891296387,0.9758560657501221,0.9821361303329468,0.9918310642242432,5680.6005859375,-680.6005859375,680.6005859375
158,82,22,argmax,27.63102149963379,22,0.0,0.9916481971740723,0.9917932152748108,0.9917932152748108,5114.8486328125,-114.84884643554688,114.84884643554688
159,101,22,argmax,27.63102149963379,22,0.0,0.9990118741989136,0.9961764812469482,0.9961764812469482,5019.28955078125,-19.28936767578125,19.28936767578125
160,128,22,argmax,5.808540344238281,22,0.0030018091201782227,0.9967734813690186,0.9920504689216614,0.9950522780418396,5387.546875,-387.547119140625,387.547119140625
161,132,22,argmax,27.63102149963379,22,0.0,0.9905624389648438,0.9940924048423767,0.9940924048423767,5172.96875,-172.96893310546875,172.96893310546875
162,138,22,argmax,27.63102149963379,22,0.0,0.987541913986206,0.993614673614502,0.993614673614502,5101.63525390625,-101.63540649414062,101.63540649414062
163,144,22,argmax,27.63102149963379,22,0.0,1.0,0.9956332445144653,0.9956332445144653,5187.41015625,-187.4100341796875,187.4100341796875
164,150,22,argmax,27.63102149963379,22,0.0,0.9948884844779968,0.9954395294189453,0.9954395294189453,5378.27197265625,-378.2718811035156,378.2718811035156
165,155,22,argmax,8.387526512145996,22,0.0002276897430419922,1.0,0.9946386218070984,0.9948663115501404,5144.53173828125,-144.53179931640625,144.53179931640625
166,195,22,argmax,5.927468299865723,22,0.002665221691131592,0.9732692241668701,0.9799355864524841,0.9826008081436157,5208.48583984375,-208.48582458496094,208.48582458496094
167,208,22,argmax,6.785551071166992,22,0.0011299848556518555,0.9941916465759277,0.9901261329650879,0.9912561178207397,5166.6669921875,-166.66690063476562,166.66690063476562
168,214,22,argmax,4.961151599884033,22,0.007004857063293457,0.9868849515914917,0.9874781966209412,0.9944830536842346,5024.0400390625,-24.039794921875,24.039794921875
169,220,22,argmax,8.118139266967773,22,0.0002980828285217285,1.0,0.9889257550239563,0.989223837852478,5531.2607421875,-531.2607421875,531.2607421875
170,234,22,argmax,5.112339973449707,22,0.006021976470947266,1.0,0.9885862469673157,0.9946082234382629,5659.8828125,-659.883056640625,659.883056640625
171,1,23,argmax,27.63102149963379,23,0.0,1.0,0.9941264986991882,0.9941264986991882,5044.234375,-44.23451232910156,44.23451232910156
172,22,23,argmax,6.395572662353516,23,0.0016689300537109375,0.9905694127082825,0.9912523627281189,0.9929212927818298,5400.3359375,-400.336181640625,400.336181640625
173,26,23,argmax,27.63102149963379,23,0.0,1.0,0.9932129383087158,0.9932129383087158,5049.71435546875,-49.71453857421875,49.71453857421875
174,65,23,argmax,27.63102149963379,23,0.0,1.0,0.9912485480308533,0.9912485480308533,5074.8583984375,-74.8583984375,74.8583984375
175,66,23,argmax,27.63102149963379,23,0.0,1.0,0.9953787922859192,0.9953787922859192,5136.73779296875,-136.73800659179688,136.73800659179688
176,84,23,argmax,5.237456798553467,23,0.005313754081726074,1.0,0.9880660176277161,0.9933797717094421,5041.189453125,-41.18944549560547,41.18944549560547
177,102,23,argmax,27.63102149963379,23,0.0,0.9996407628059387,0.9951281547546387,0.9951281547546387,5343.6904296875,-343.69024658203125,343.69024658203125
178,109,23,argmax,5.734856128692627,23,0.003231346607208252,0.9962606430053711,0.9914300441741943,0.9946613907814026,5054.77490234375,-54.77497100830078,54.77497100830078
