instance,episode_index,lane,step_count,method,return,episode_length,regret,best_value,best_oracle_value,ground_truth,budget_used,remaining_budget,budget_overshoot
168910,63,68,8,random,3.3170645236968994,8,0.03625911474227905,0.6523730158805847,0.6508434414863586,0.6871025562286377,5412.77587890625,-412.77581787109375,412.77581787109375
168910,64,80,8,random,2.3972434997558594,8,0.09096837043762207,0.5815939903259277,0.5830629467964172,0.6740313172340393,5437.994140625,-437.9942321777344,437.9942321777344
168331,65,81,8,random,5.091709136962891,8,0.006147503852844238,0.5502818822860718,0.5475990772247314,0.5537465810775757,5315.13818359375,-315.13818359375,315.13818359375
168910,66,123,8,random,2.898317337036133,8,0.05511587858200073,0.6630954146385193,0.6531826853752136,0.7082985639572144,5137.6796875,-137.67962646484375,137.67962646484375
189354,67,125,8,random,2.371384859085083,8,0.09335136413574219,0.6703695058822632,0.6730382442474365,0.7663896083831787,5267.25244140625,-267.2524108886719,267.2524108886719
168910,68,130,8,random,27.63102149963379,8,0.0,0.6770817637443542,0.6942386031150818,0.6942386031150818,5215.9765625,-215.97637939453125,215.97637939453125
189354,69,141,8,random,27.63102149963379,5,0.0,0.7142434120178223,0.7249197363853455,0.7249197363853455,5461.580078125,-461.5799255371094,461.5799255371094
168868,70,174,8,random,4.131717205047607,8,0.016055285930633545,0.9873700141906738,0.980672299861908,0.9967275857925415,7997.984375,-2997.984130859375,2997.984130859375
189354,71,203,8,random,2.7917025089263916,8,0.061316728591918945,0.6155961751937866,0.6230026483535767,0.6843193769454956,5884.6611328125,-884.6612548828125,884.6612548828125
168910,72,215,8,random,2.5292539596557617,8,0.07971847057342529,0.6117451786994934,0.6140461564064026,0.6937646269798279,5101.4150390625,-101.41488647460938,101.41488647460938
168910,73,2,9,random,3.810352087020874,9,0.02214038372039795,0.6489006280899048,0.652036190032959,0.6741765737533569,5118.099609375,-118.099853515625,118.099853515625
189354,74,19,9,random,27.63102149963379,6,0.0,0.7398205995559692,0.7452057003974915,0.7452057003974915,5523.1513671875,-523.151611328125,523.151611328125
168910,75,36,9,random,3.1653103828430176,9,0.04220104217529297,0.6261071562767029,0.6355132460594177,0.6777142882347107,5288.16552734375,-288.1656799316406,288.1656799316406
168910,76,47,9,random,27.63102149963379,9,0.0,0.6801504492759705,0.6715289950370789,0.6715289950370789,6581.08544921875,-1581.08544921875,1581.08544921875
168910,77,120,9,random,27.63102149963379,9,0.0,0.6982963681221008,0.688579797744751,0.688579797744751,5694.392578125,-694.3927001953125,694.3927001953125
168910,78,157,9,random,3.0132715702056885,9,0.04913067817687988,0.6301523447036743,0.6289844512939453,0.6781151294708252,5125.267578125,-125.26776123046875,125.26776123046875
189354,79,33,10,random,2.3912627696990967,8,0.09151405096054077,0.6191950440406799,0.6176699995994568,0.7091840505599976,5688.9921875,-688.9920043945312,688.9920043945312
168910,80,41,10,random,27.63102149963379,10,0.0,0.7268220782279968,0.7258952260017395,0.7258952260017395,5207.5341796875,-207.53421020507812,207.53421020507812
168335,81,81,10,random,2.645603895187378,2,0.07096248865127563,0.8711017370223999,0.8617473840713501,0.9327098727226257,5056.66259765625,-56.66259765625,56.66259765625
168910,82,116,10,random,2.8287811279296875,10,0.05908483266830444,0.633909285068512,0.6398077607154846,0.6988925933837891,5132.75048828125,-132.75030517578125,132.75030517578125
168910,83,165,10,random,2.926313877105713,10,0.053594231605529785,0.6402153968811035,0.6312174201011658,0.6848116517066956,5548.30078125,-548.3009033203125,548.3009033203125
168910,84,191,10,random,3.85469913482666,10,0.02117997407913208,0.6594311594963074,0.6591725945472717,0.6803525686264038,5198.26416015625,-198.2640380859375,198.2640380859375
168335,85,219,10,random,4.814394474029541,10,0.008112132549285889,0.9252858757972717,0.9233497381210327,0.9314618706703186,5058.88232421875,-58.88232421875,58.88232421875
168910,86,220,10,random,2.338991641998291,10,0.09642481803894043,0.7009793519973755,0.6811225414276123,0.7775473594665527,5627.740234375,-627.7404174804688,627.7404174804688
189354,87,239,10,random,3.545105457305908,4,0.028865575790405273,0.6772640943527222,0.6755796670913696,0.7044452428817749,5496.66064453125,-496.66064453125,496.66064453125
168910,88,240,10,random,2.739178419113159,10,0.06462341547012329,0.676354706287384,0.6775113940238953,0.7421348094940186,5142.697265625,-142.697265625,142.697265625
168910,89,246,10,random,27.63102149963379,10,0.0,0.6867771148681641,0.6742357611656189,0.6742357611656189,5014.8818359375,-14.881622314453125,14.881622314453125
168335,90,251,10,random,4.037863731384277,10,0.017635107040405273,0.8919899463653564,0.889739990234375,0.9073750972747803,9239.49609375,-4239.49609375,4239.49609375
168910,91,46,11,random,2.3728370666503906,11,0.09321588277816772,0.6091930866241455,0.6120548844337463,0.7052707672119141,5811.6875,-811.687744140625,811.687744140625
168335,92,102,11,random,3.6454553604125977,11,0.026109516620635986,0.9011095762252808,0.8846431970596313,0.9107527136802673,5371.59423828125,-371.5943908691406,371.5943908691406
168335,93,128,11,random,4.304242134094238,11,0.013511121273040771,0.9092849493026733,0.8958737850189209,0.9093849062919617,5214.56591796875,-214.56582641601562,214.56582641601562
168910,94,164,11,random,2.4729537963867188,11,0.08433538675308228,0.6337828636169434,0.6368139982223511,0.7211493849754333,5107.87451171875,-107.87469482421875,107.87469482421875
168335,95,184,11,random,3.149962902069092,11,0.042853713035583496,0.8901156187057495,0.9009802937507629,0.9438340067863464,5352.56884765625,-352.5686340332031,352.5686340332031
168335,96,237,11,random,4.4730353355407715,11,0.011412620544433594,0.932451605796814,0.9292259812355042,0.9406386017799377,6621.62060546875,-1621.6207275390625,1621.6207275390625
168910,97,238,11,random,27.63102149963379,11,0.0,0.6589375138282776,0.6707724928855896,0.6707724928855896,5071.34228515625,-71.34228515625,71.34228515625
168910,98,243,11,random,3.3047735691070557,11,0.036707520484924316,0.6476832628250122,0.647166907787323,0.6838744282722473,5610.93701171875,-610.9369506835938,610.9369506835938
168910,99,16,12,random,27.63102149963379,12,0.0,0.6663050055503845,0.6682989001274109,0.6682989001274109,5263.60498046875,-263.6051330566406,263.6051330566406
168335,100,42,12,random,3.15244197845459,12,0.0427476167678833,0.8988204598426819,0.8977725505828857,0.940520167350769,5317.7568359375,-317.7568359375,317.7568359375
168910,101,103,12,random,3.4422521591186523,12,0.031992554664611816,0.6628106832504272,0.6496862173080444,0.6816787719726562,5002.869140625,-2.8693389892578125,2.8693389892578125
168910,102,110,12,random,3.293461799621582,12,0.0371251106262207,0.656419575214386,0.6535988450050354,0.6907239556312561,5447.16015625,-447.160400390625,447.160400390625
168910,103,112,12,random,3.3044798374176025,12,0.03671830892562866,0.652833878993988,0.6559317708015442,0.6926500797271729,5500.05712890625,-500.05706787109375,500.05706787109375
168910,104,137,12,random,4.36004114151001,12,0.012777864933013916,0.6661069989204407,0.6602282524108887,0.6730061173439026,5179.671875,-179.672119140625,179.672119140625
168910,105,161,12,random,4.135451316833496,12,0.015995442867279053,0.6668659448623657,0.6581876277923584,0.6741830706596375,5084.34619140625,-84.34616088867188,84.34616088867188
168335,106,163,12,random,2.949799060821533,12,0.05235022306442261,0.8906583786010742,0.8881699442863464,0.940520167350769,5080.9853515625,-80.98532104492188,80.98532104492188
168910,107,186,12,random,3.519345998764038,12,0.029618799686431885,0.6874781847000122,0.6802499890327454,0.7098687887191772,5965.89404296875,-965.8942260742188,965.8942260742188
168910,108,200,12,random,4.397375106811523,12,0.012309610843658447,0.6829653382301331,0.6727097034454346,0.685019314289093,5084.1923828125,-84.19232177734375,84.19232177734375
168335,109,244,12,random,4.423890113830566,12,0.011987507343292236,0.8949390649795532,0.8842315077781677,0.89621901512146,15661.9794921875,-10661.9794921875,10661.9794921875
168331,110,95,13,random,5.104835510253906,13,0.006067335605621338,0.6016150712966919,0.599665105342865,0.6057324409484863,7052.03271484375,-2052.03271484375,2052.03271484375
168910,111,111,13,random,4.6696858406066895,9,0.009375214576721191,0.6897991895675659,0.6801021695137024,0.6894773840904236,5129.48974609375,-129.4898681640625,129.4898681640625
168910,112,122,13,random,27.63102149963379,13,0.0,0.6636471748352051,0.6767649054527283,0.6767649054527283,5342.39404296875,-342.39404296875,342.39404296875
168335,113,162,13,random,3.3189616203308105,13,0.03619039058685303,0.8923286199569702,0.8973239660263062,0.9335143566131592,5052.02197265625,-52.02203369140625,52.02203369140625
168910,114,168,13,random,27.63102149963379,13,0.0,0.7112572193145752,0.7216309309005737,0.7216309309005737,5139.5908203125,-139.591064453125,139.591064453125
168335,115,117,14,random,4.305937767028809,14,0.013488233089447021,0.9257382750511169,0.9133516550064087,0.9268398880958557,5303.779296875,-303.7790832519531,303.7790832519531
168331,116,140,14,random,27.63102149963379,14,0.0,0.583838164806366,0.6001090407371521,0.6001090407371521,6126.962890625,-1126.962890625,1126.962890625
168335,117,105,15,random,27.63102149963379,15,0.0,0.9246187806129456,0.9232089519500732,0.9232089519500732,5000.8515625,-0.8514862060546875,0.8514862060546875
168335,118,233,15,random,3.6370396614074707,15,0.026330173015594482,0.9014256596565247,0.8992977738380432,0.9256279468536377,5541.41357421875,-541.41357421875,541.41357421875
168335,119,3,16,random,5.013402938842773,16,0.006648242473602295,0.9213440418243408,0.9291551113128662,0.9358033537864685,5261.6689453125,-261.66876220703125,261.66876220703125
168331,120,22,16,random,2.466200590133667,16,0.08490684628486633,0.49372968077659607,0.4943098723888397,0.579216718673706,5147.5732421875,-147.57339477539062,147.57339477539062
168868,121,40,16,random,5.713648796081543,16,0.003300607204437256,0.994659960269928,0.9917364716529846,0.9950370788574219,5075.97412109375,-75.9739990234375,75.9739990234375
168868,122,43,16,random,27.63102149963379,11,0.0,1.0,0.9959599375724792,0.9959599375724792,5284.9658203125,-284.96563720703125,284.96563720703125
168331,123,74,16,random,27.63102149963379,11,0.0,0.5322924256324768,0.5309274196624756,0.5309274196624756,5234.2470703125,-234.2471923828125,234.2471923828125
168335,124,111,16,random,2.6478188037872314,1,0.07080549001693726,0.8577041029930115,0.8530798554420471,0.9238853454589844,8523.5107421875,-3523.5107421875,3523.5107421875
168868,125,119,16,random,10.870341300964355,16,1.901388168334961e-05,1.0,0.9964424967765808,0.9964615106582642,5078.2607421875,-78.26080322265625,78.26080322265625
168335,126,149,16,random,27.63102149963379,14,0.0,0.928162693977356,0.947430431842804,0.947430431842804,5173.19482421875,-173.19479370117188,173.19479370117188
168331,127,175,16,random,1.5686067342758179,16,0.2083352506160736,0.5036501288414001,0.4988267123699188,0.7071619629859924,5443.60302734375,-443.6029052734375,443.6029052734375
168335,128,201,16,random,3.536271810531616,16,0.029121696949005127,0.8929346799850464,0.8948764204978943,0.9239981174468994,5231.89990234375,-231.89987182617188,231.89987182617188
168335,129,1,17,random,5.460474014282227,17,0.004251539707183838,0.9463533759117126,0.9368141293525696,0.9410656690597534,5429.1083984375,-429.108154296875,429.108154296875
168868,130,83,17,random,8.064040184020996,17,0.0003146529197692871,0.9979159832000732,0.9934782385826111,0.9937928915023804,5345.66259765625,-345.6625061035156,345.6625061035156
168868,131,100,17,random,6.282690525054932,17,0.0018683671951293945,0.9951785802841187,0.9925312995910645,0.9943996667861938,5091.07080078125,-91.07098388671875,91.07098388671875
168331,132,109,17,random,4.040005207061768,17,0.01759737730026245,0.5448240637779236,0.5445358753204346,0.562133252620697,5416.8857421875,-416.8858642578125,416.8858642578125
168868,133,169,17,random,7.115650653839111,17,0.0008122920989990234,1.0,0.9946537613868713,0.9954660534858704,5458.79833984375,-458.79815673828125,458.79815673828125
168335,134,179,17,random,3.9512181282043457,17,0.01923125982284546,0.9084343910217285,0.9195289611816406,0.9387602210044861,6257.8271484375,-1257.827392578125,1257.827392578125
168335,135,212,17,random,3.8263301849365234,10,0.02178943157196045,0.9082772135734558,0.9083621501922607,0.9301515817642212,5122.20703125,-122.2069091796875,122.2069091796875
168335,136,228,17,random,27.63102149963379,17,0.0,0.9455987811088562,0.9348008036613464,0.9348008036613464,5383.2890625,-383.2889404296875,383.2889404296875
168335,137,235,17,random,3.323347330093384,17,0.036032021045684814,0.9146749377250671,0.9017367362976074,0.9377687573432922,5145.2392578125,-145.239013671875,145.239013671875
168335,138,249,17,random,3.4324464797973633,17,0.03230780363082886,0.8989846110343933,0.9053179025650024,0.9376257061958313,11693.6435546875,-6693.6435546875,6693.6435546875
168331,139,11,18,random,27.63102149963379,18,0.0,0.5428742170333862,0.5375199317932129,0.5375199317932129,5115.2353515625,-115.23532104492188,115.23532104492188
168335,140,39,18,random,27.63102149963379,18,0.0,0.9662477970123291,0.9546900391578674,0.9546900391578674,5310.0029296875,-310.0028076171875,310.0028076171875
168868,141,101,18,random,5.542008876800537,18,0.003918647766113281,1.0,0.9914905428886414,0.9954091906547546,5088.712890625,-88.71296691894531,88.71296691894531
168331,142,129,18,random,3.095426082611084,18,0.04525572061538696,0.526679515838623,0.5168775320053101,0.562133252620697,5634.263671875,-634.2634887695312,634.2634887695312
168331,143,142,18,random,2.572113037109375,18,0.07637399435043335,0.5545915365219116,0.5538786053657532,0.6302525997161865,11402.73828125,-6402.73828125,6402.73828125
168868,144,144,18,random,27.63102149963379,18,0.0,1.0,0.9946386218070984,0.9946386218070984,5183.51904296875,-183.51910400390625,183.51910400390625
168335,145,206,18,random,4.132073402404785,18,0.016049563884735107,0.9425933957099915,0.9261224269866943,0.9421719908714294,5450.02734375,-450.02734375,450.02734375
168868,146,209,18,random,5.603938579559326,18,0.003683328628540039,1.0,0.9925463795661926,0.9962297081947327,5970.4091796875,-970.4089965820312,970.4089965820312
168335,147,238,18,random,3.2458202838897705,5,0.038936614990234375,0.8754828572273254,0.8848253488540649,0.9237619638442993,12246.751953125,-7246.751953125,7246.751953125
168331,148,245,18,random,2.552156448364258,18,0.07791346311569214,0.5514420866966248,0.5498712658882141,0.6277847290039062,7978.38330078125,-2978.38330078125,2978.38330078125
168331,149,252,18,random,3.080995798110962,18,0.045913517475128174,0.4878629446029663,0.4723283052444458,0.518241822719574,5120.748046875,-120.74822998046875,120.74822998046875
168868,150,61,19,random,6.561416149139404,19,0.001413881778717041,1.0,0.9956066012382507,0.9970204830169678,5579.236328125,-579.2363891601562,579.2363891601562
168868,151,132,19,random,5.960317611694336,15,0.0025790929794311523,0.9935699105262756,0.9929440021514893,0.9955230951309204,5052.72509765625,-52.72496032714844,52.72496032714844
168868,152,193,19,random,7.100430965423584,19,0.0008247494697570801,1.0,0.9958686828613281,0.9966934323310852,5078.13720703125,-78.13743591308594,78.13743591308594
168868,153,71,20,random,27.63102149963379,20,0.0,1.0,0.9964272975921631,0.9964272975921631,5036.49951171875,-36.499725341796875,36.499725341796875
168331,154,152,20,random,2.620436668395996,20,0.07277107238769531,0.5128703713417053,0.5169386863708496,0.5897097587585449,5440.58740234375,-440.58740234375,440.58740234375
168331,155,188,20,random,27.63102149963379,20,0.0,0.6251590847969055,0.6252596974372864,0.6252596974372864,5320.0283203125,-320.0284729003906,320.0284729003906
168331,156,192,20,random,2.070950746536255,20,0.12606588006019592,0.5020497441291809,0.499455064535141,0.6255209445953369,6042.232421875,-1042.232421875,1042.232421875
168331,157,226,20,random,2.8518664836883545,20,0.05773645639419556,0.49908801913261414,0.5053454041481018,0.5630818605422974,5485.92529296875,-485.92529296875,485.92529296875
168868,158,230,20,random,27.63102149963379,20,0.0,1.0,0.9964006543159485,0.9964006543159485,5585.583984375,-585.5839233398438,585.5839233398438
168331,159,50,21,random,2.2746410369873047,21,0.1028338074684143,0.5022392868995667,0.5096227526664734,0.6124565601348877,5300.58642578125,-300.5866394042969,300.5866394042969
168868,160,70,21,random,7.17864465713501,21,0.0007627010345458984,1.0,0.9943123459815979,0.9950750470161438,5016.0380859375,-16.03802490234375,16.03802490234375
168331,161,98,21,random,4.28745698928833,21,0.013739824295043945,0.5424641966819763,0.5403384566307068,0.5540782809257507,5233.9892578125,-233.9893035888672,233.9893035888672
168331,162,195,21,random,1.9395381212234497,16,0.14377033710479736,0.5144367814064026,0.517767608165741,0.6615379452705383,5033.9462890625,-33.94627380371094,33.94627380371094
168331,163,207,21,random,4.2612624168396,21,0.014104485511779785,0.5490688681602478,0.5452831983566284,0.5593876838684082,5200.533203125,-200.533203125,200.533203125
168331,164,247,21,random,2.090761184692383,21,0.1235930323600769,0.5232396721839905,0.5258800983428955,0.6494731307029724,5365.19677734375,-365.19659423828125,365.19659423828125
168331,165,14,22,random,2.336951732635498,22,0.09662172198295593,0.5136157870292664,0.4996627867221832,0.5962845087051392,5184.2734375,-184.273681640625,184.273681640625
168331,166,21,22,random,3.0955867767333984,22,0.045248448848724365,0.5402674078941345,0.5355080962181091,0.5807565450668335,5154.4462890625,-154.4463653564453,154.4463653564453
168331,167,65,22,random,2.3612263202667236,22,0.09430450201034546,0.5473617911338806,0.5533748865127563,0.6476793885231018,5053.365234375,-53.3651123046875,53.3651123046875
168331,168,104,22,random,2.3521058559417725,22,0.09516853094100952,0.5045639276504517,0.5007714629173279,0.5959399938583374,5198.076171875,-198.0761260986328,198.0761260986328
168868,169,121,22,random,6.484676837921143,22,0.00152665376663208,1.0,0.994771420955658,0.99629807472229,5468.3525390625,-468.3526306152344,468.3526306152344
168331,170,145,22,random,27.63102149963379,22,0.0,0.6258103251457214,0.6287673711776733,0.6287673711776733,5178.5341796875,-178.53411865234375,178.53411865234375
168868,171,166,22,random,6.640195369720459,22,0.001306772232055664,1.0,0.9951661825180054,0.996472954750061,5063.3310546875,-63.33110809326172,63.33110809326172
168868,172,210,22,random,4.293422222137451,22,0.013658106327056885,0.9819812774658203,0.981428325176239,0.9950864315032959,5153.0078125,-153.00782775878906,153.00782775878906
