instance,episode_index,lane,step_count,action_mode,return,episode_length,regret,best_value,best_oracle_value,ground_truth,budget_used,remaining_budget,budget_overshoot
189354,0,43,1,argmax,1.0,1,0.0,0.7458603978157043,0.7328272461891174,0.7328272461891174,5486.60986328125,-486.60986328125,486.60986328125
168335,1,106,1,argmax,0.08692745864391327,1,0.09054625034332275,0.8499518632888794,0.8541414141654968,0.9446876645088196,13727.5478515625,-8727.5478515625,8727.5478515625
189354,2,19,2,argmax,0.15449625253677368,2,0.013997316360473633,0.6647608876228333,0.6707084774971008,0.6847057938575745,10725.818359375,-5725.81884765625,5725.81884765625
168908,3,45,2,argmax,0.10047975182533264,2,0.062264859676361084,0.7186171412467957,0.7294093370437622,0.7916741967201233,5499.5400390625,-499.5400390625,499.5400390625
168908,4,52,2,argmax,0.1139945238828659,2,0.042861342430114746,0.800859272480011,0.7793766856193542,0.822238028049469,6471.9541015625,-1471.954345703125,1471.954345703125
168908,5,89,2,argmax,0.11254594475030899,2,0.04461169242858887,0.7648047208786011,0.7684593796730042,0.813071072101593,5376.1962890625,-376.1962890625,376.1962890625
168908,6,99,2,argmax,0.13315698504447937,2,0.025241553783416748,0.7702900171279907,0.7795104384422302,0.804751992225647,5591.6767578125,-591.677001953125,591.677001953125
168908,7,177,2,argmax,0.17286354303359985,2,0.008426308631896973,0.8085105419158936,0.8010826110839844,0.8095089197158813,6000.279296875,-1000.279052734375,1000.279052734375
189354,8,189,2,argmax,0.0722699910402298,2,0.13575631380081177,0.6121743321418762,0.61049485206604,0.7462511658668518,6271.80419921875,-1271.80419921875,1271.80419921875
168908,9,199,2,argmax,0.12072261422872543,2,0.03559005260467529,0.7673544883728027,0.7640179395675659,0.7996079921722412,5567.865234375,-567.864990234375,567.864990234375
168908,10,33,3,argmax,0.10110579431056976,3,0.06119704246520996,0.7499467134475708,0.7479197978973389,0.8091168403625488,6806.23974609375,-1806.23974609375,1806.23974609375
189354,11,63,3,argmax,0.17081981897354126,3,0.008915841579437256,0.6860884428024292,0.6932342648506165,0.7021501064300537,5087.8759765625,-87.87576293945312,87.87576293945312
189354,12,78,3,argmax,0.11929157376289368,3,0.037025511264801025,0.6857979893684387,0.6926078200340271,0.7296333312988281,7323.10302734375,-2323.10302734375,2323.10302734375
168908,13,84,3,argmax,0.1522829383611679,3,0.014880061149597168,0.7922304272651672,0.7888104319572449,0.803690493106842,5009.1923828125,-9.192550659179688,9.192550659179688
189354,14,94,3,argmax,0.12141174077987671,3,0.034918785095214844,0.6785762906074524,0.6759946942329407,0.7109134793281555,5373.5205078125,-373.520263671875,373.520263671875
